property_id,address,city,neighborhood,latitude,longitude,property_type,year_built,sale_date,condition,finished_basement,renovated,near_transit,backs_onto_park,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,garage_spaces,sale_price
AB-00654,4665 River St,Calgary,Bridgeland,51.008351,-114.145307,Condo,1973.0,2025-01-04,Excellent,False,True,False,False,1,2.0,767,,2,270000
AB-00655,8634 River Blvd,Calgary,Bridgeland,51.055661,-114.099193,Detached,2014.0,2026-02-16,Good,False,False,True,False,5,2.0,1999,6794.0,2,1061000
AB-00656,3744 Prairie St,Calgary,Kensington,51.020389,-114.123846,Condo,2005.0,2025-01-05,Good,True,False,False,False,3,2.0,749,,0,256000
AB-00657,9245 Prairie St,Edmonton,Laurel,53.551632,-113.498148,Condo,2000.0,2022-09-05,Average,True,True,False,False,1,1.0,764,,1,216000
AB-00658,1553 Aspen Ave,Red Deer,West Park,52.222,-113.776279,Semi-Detached,1976.0,2026-04-01,Average,False,False,False,True,3,2.0,1266,3686.0,1,313000
AB-00659,3899 Park Blvd,Red Deer,Lancaster,52.250551,-113.767311,Detached,1983.0,2024-09-01,Good,True,False,False,True,4,3.0,1611,3439.0,2,537000
AB-00660,5324 Prairie St,Edmonton,Terwillegar,53.507472,-113.508686,Detached,1982.0,2025-04-27,Average,False,False,False,False,4,2.5,2390,5826.0,2,846000
AB-00661,5395 Park Rd,Calgary,Inglewood,51.075979,-114.031717,Townhouse,2012.0,2025-03-13,Fair,False,True,True,False,2,2.0,1682,1201.0,0,683000
AB-00662,1907 Aspen Way,Edmonton,Glenora,53.625958,-113.521594,Detached,1986.0,2024-09-27,Good,False,False,True,False,4,3.0,1765,6054.0,2,756000
AB-00663,3351 River Way,St. Albert,Oakmont,53.655445,-113.710342,Condo,1986.0,2025-10-17,Average,True,True,False,False,2,1.5,450,,1,129000
AB-00664,8044 Maple Ave,Calgary,Bridgeland,51.051181,-114.052755,Condo,1973.0,2026-05-15,Average,True,False,True,False,1,1.0,946,,2,316000
AB-00665,8365 Prairie Blvd,Edmonton,Rutherford,53.522405,-113.52857,Townhouse,1970.0,2024-12-01,Fair,False,True,False,False,2,2.5,1669,1323.0,1,435000
AB-00666,4429 Prairie Way,Edmonton,Terwillegar,53.587522,-113.546812,Duplex,2018.0,2025-08-14,Average,False,True,False,False,3,2.5,1702,3115.0,1,684000
AB-00667,9567 Maple Blvd,Edmonton,Summerside,53.608463,-113.568348,Detached,1973.0,2025-03-08,Average,True,False,False,False,6,3.5,2635,6082.0,3,918000
AB-00668,6705 Aspen Blvd,Sherwood Park,Summerwood,53.504445,-113.261613,Detached,1991.0,2024-11-05,Fair,False,True,False,False,3,3.5,1619,6065.0,2,626000
AB-00669,9314 Cedar Way,St. Albert,Lacombe Park,53.595924,-113.663708,Detached,1994.0,2024-08-10,Good,True,False,False,False,4,3.0,2262,5540.0,3,987000
AB-00670,2090 River Ave,St. Albert,Erin Ridge,53.629134,-113.644406,Condo,1961.0,2026-02-12,Fair,True,False,True,False,2,1.0,1021,,0,223000
AB-00671,6188 Aspen Ave,Calgary,Inglewood,50.999884,-114.063373,Detached,1994.0,2024-12-20,Average,False,False,False,False,4,3.0,1468,7493.0,2,696000
AB-00672,7863 Maple Rd,Calgary,Auburn Bay,51.077527,-114.071338,Semi-Detached,1977.0,2026-01-06,Fair,False,False,True,False,4,3.0,1173,3347.0,2,433000
AB-00673,9261 River Rd,Edmonton,Windermere,53.540052,-113.459064,Semi-Detached,1980.0,2025-11-23,Fair,True,False,False,False,3,1.5,1049,4046.0,1,367000
AB-00674,3646 Park Ave,Edmonton,Rutherford,53.554115,-113.577406,Condo,1979.0,2026-02-24,Fair,True,False,False,False,2,1.5,688,,0,165000
AB-00675,3898 River St,Calgary,Aspen Woods,51.067053,-114.024285,Condo,1986.0,2022-09-18,Fair,True,True,False,False,2,1.5,915,,2,344000
AB-00676,2021 River Way,Leduc,Meadowview,53.234472,-113.495897,Detached,1998.0,2025-05-10,Average,False,False,False,False,5,3.0,2016,4142.0,2,681000
AB-00677,8129 Prairie Rd,Edmonton,Summerside,53.54771,-113.534508,Condo,2015.0,2024-11-14,Average,False,False,True,False,3,2.0,797,,1,254000
AB-00678,3032 Prairie St,Sherwood Park,Clarkdale,53.510459,-113.31271,Townhouse,1984.0,2025-06-04,Average,False,True,True,True,2,2.5,1516,,2,494000
AB-00679,4245 Park St,Calgary,Aspen Woods,51.014146,-114.032237,Semi-Detached,2021.0,2024-05-08,Average,False,False,False,False,2,2.0,1743,3027.0,1,833000
AB-00680,2609 Prairie Ave,Calgary,Auburn Bay,51.085657,-114.065857,Duplex,2007.0,2024-01-26,Poor,True,False,True,False,3,2.5,1193,3748.0,0,391000
AB-00681,5285 Prairie Ave,Red Deer,West Park,52.269151,-113.908057,Detached,1962.0,2022-10-17,Average,False,False,True,False,4,4.0,2199,4165.0,2,634000
AB-00682,829 Park Way,Calgary,Beltline,51.033146,-114.081425,Detached,1970.0,2025-01-07,Average,True,False,False,False,5,3.0,1247,7004.0,2,510000
AB-00683,1583 River St,Edmonton,Laurel,53.459027,-113.436337,Detached,2019.0,2024-10-11,Fair,False,True,True,True,4,3.5,1820,6902.0,1,733000
AB-00684,2274 Park St,Calgary,Auburn Bay,51.103374,-114.114448,Detached,1984.0,2025-08-19,Good,True,True,True,False,5,2.5,1406,3909.0,2,595000
AB-00685,6057 Park Way,Edmonton,Summerside,53.513273,-113.484052,Detached,2022.0,2024-08-31,Average,False,True,False,False,4,3.0,2461,5606.0,2,987000
AB-00686,8353 Aspen Rd,Edmonton,Summerside,53.583248,-113.46986,Condo,1996.0,2025-11-05,Average,True,False,True,True,2,1.5,1092,,1,337000
AB-00687,1813 Prairie Rd,Red Deer,Timberlands,52.226734,-113.790974,Semi-Detached,1964.0,2024-05-31,Average,True,False,True,False,3,2.0,2078,3199.0,1,582000
AB-00688,7226 Prairie Blvd,Edmonton,Laurel,53.560676,-113.496226,Detached,2018.0,2025-10-02,Average,True,False,True,False,4,2.5,1493,4766.0,1,556000
AB-00689,6665 Aspen St,Edmonton,Summerside,53.552965,-113.534483,Duplex,1994.0,2025-12-20,Excellent,False,False,False,False,4,2.5,1764,4424.0,1,592000
AB-00690,2417 Park Blvd,Edmonton,Oliver,53.562731,-113.493908,Detached,1999.0,2025-02-22,Good,True,True,False,False,4,4.0,2066,6524.0,3,908000
AB-00691,2710 Park St,Edmonton,Summerside,53.575316,-113.45268,Condo,2007.0,2024-07-05,Poor,True,True,False,False,2,2.0,609,,0,150000
AB-00692,5459 Park Blvd,Calgary,Bridgeland,51.093686,-114.132296,Duplex,1977.0,2024-12-09,Average,True,False,False,False,2,1.5,1895,3201.0,2,652000
AB-00693,3869 River Blvd,Edmonton,Oliver,53.608973,-113.462026,Duplex,2010.0,2025-11-04,Excellent,True,True,False,False,3,2.0,1408,3151.0,2,599000
AB-00694,6624 Prairie Way,Edmonton,Terwillegar,53.512335,-113.420519,Detached,2013.0,2025-02-17,Average,False,False,False,False,5,2.0,1488,6676.0,3,621000
AB-00695,6681 Cedar St,Calgary,Beltline,51.039905,-114.095273,Detached,1961.0,2025-09-17,Average,False,True,False,False,3,3.0,2665,6014.0,2,1037000
AB-00696,8811 Cedar St,Calgary,Auburn Bay,51.023917,-114.079353,Townhouse,1982.0,2025-06-28,Excellent,False,False,True,False,3,3.0,1457,1838.0,0,526000
AB-00697,9919 Prairie Rd,Calgary,Auburn Bay,51.01041,-114.1238,Semi-Detached,2018.0,2025-06-28,Average,False,False,True,False,3,1.5,911,3566.0,2,330000
AB-00698,8804 Prairie Blvd,Edmonton,Rutherford,53.521284,-113.405903,Detached,2005.0,2026-03-14,Good,False,True,True,False,4,3.0,1142,3573.0,2,448000
AB-00699,5450 Park St,Leduc,Black Stone,53.273417,-113.543402,Condo,2018.0,2024-08-24,Fair,False,True,False,False,2,1.0,889,,1,218000
AB-00700,7201 Maple Ave,Calgary,Aspen Woods,51.107952,-114.14762,Detached,1970.0,2025-08-02,Good,False,False,False,False,3,4.0,1412,6941.0,2,668000
AB-00701,849 Aspen Blvd,Edmonton,Westmount,53.563809,-113.526572,Detached,1983.0,2022-07-15,Average,True,True,True,False,5,2.5,1824,4042.0,2,850000
AB-00702,5418 River St,Red Deer,West Park,52.304045,-113.761434,Detached,1988.0,2024-06-09,Average,False,False,False,False,4,4.0,2485,5455.0,2,712000
AB-00703,8275 River Way,Calgary,Auburn Bay,51.047435,-114.033126,Condo,2016.0,2024-07-19,Fair,True,False,False,False,1,1.0,670,,0,205000
AB-00704,5266 Cedar Blvd,Edmonton,Westmount,53.543511,-113.497205,Townhouse,2007.0,2024-09-07,Average,False,False,False,False,3,2.0,955,1398.0,2,358000
AB-00705,2123 Maple Blvd,St. Albert,Oakmont,53.682619,-113.523385,Townhouse,1976.0,2026-02-15,Average,False,True,True,False,3,2.0,1003,2052.0,2,304000
AB-00706,6050 Prairie St,St. Albert,Mission,53.637342,-113.630048,Townhouse,,2024-07-05,Average,False,False,True,False,3,2.0,1472,2084.0,2,472000
AB-00707,154 Aspen Rd,Calgary,Inglewood,51.049116,-114.081911,Semi-Detached,1982.0,2024-08-06,Average,True,False,False,False,3,3.0,790,3745.0,1,337000
AB-00708,9923 Aspen Blvd,Fort McMurray,Abasand,56.796404,-111.416443,Detached,2024.0,2023-07-12,Excellent,False,True,False,False,3,2.5,1646,4716.0,2,682000
AB-00709,2744 Cedar Rd,Airdrie,Coopers Crossing,51.298973,-114.072568,Duplex,1984.0,2025-10-06,Good,True,False,False,False,4,2.5,1408,3388.0,1,419000
AB-00710,7659 Aspen St,Edmonton,Glenora,53.561005,-113.474981,Detached,1990.0,2025-07-04,Good,False,False,True,False,4,2.5,1676,5107.0,2,708000
AB-00711,6933 Park Way,Edmonton,Glenora,53.594559,-113.473811,Townhouse,2009.0,2024-09-25,Fair,False,False,True,False,3,2.5,1615,1926.0,1,596000
AB-00712,8481 Prairie Blvd,St. Albert,Oakmont,53.648779,-113.630006,Duplex,2011.0,2026-02-01,Good,True,False,False,False,4,2.5,1580,3742.0,0,656000
AB-00713,1691 Park St,Sherwood Park,Emerald Hills,53.496529,-113.353674,Detached,2021.0,2024-06-12,Average,False,True,True,False,4,2.0,2350,5888.0,2,1009000
AB-00714,525 River Rd,Calgary,Auburn Bay,51.049634,-114.000412,Townhouse,1978.0,2025-08-14,Average,True,False,False,False,3,2.5,1386,1492.0,1,450000
AB-00715,3834 Maple Ave,Red Deer,West Park,52.239926,-113.828646,Detached,2009.0,2026-01-08,Average,False,True,False,False,5,2.0,1436,5066.0,2,478000
AB-00716,6233 Cedar Blvd,Fort McMurray,Abasand,56.722232,-111.404227,Semi-Detached,2024.0,2024-12-18,Average,False,False,False,False,4,3.0,1406,2195.0,1,356000
AB-00717,5940 Cedar Blvd,Edmonton,Summerside,53.532929,-113.492953,Detached,1975.0,2024-08-24,Good,False,False,False,False,3,2.5,2873,6506.0,2,1001000
AB-00718,4547 Aspen Way,Calgary,Bridgeland,51.050184,-114.025841,Duplex,2002.0,2024-12-05,Average,False,False,True,False,3,1.5,1924,4128.0,1,767000
AB-00719,7572 River St,Edmonton,Terwillegar,53.550717,-113.514255,Duplex,1989.0,2023-09-10,Good,False,True,True,False,2,3.0,1075,2511.0,2,395000
AB-00720,8897 Maple Rd,Edmonton,Oliver,53.547929,-113.541527,Semi-Detached,,2026-03-26,Average,True,True,True,False,2,2.0,1522,3135.0,1,585000
AB-00721,7352 Prairie Ave,Calgary,Bridgeland,50.971002,-114.019988,Townhouse,1974.0,2024-08-27,Good,False,False,True,False,3,1.5,1028,2288.0,1,401000
AB-00722,8819 River Rd,Calgary,Auburn Bay,51.032054,-114.074788,Townhouse,1998.0,2024-11-11,Average,False,False,True,False,3,2.0,1274,900.0,1,397000
AB-00723,5091 Maple Blvd,Edmonton,Glenora,53.569372,-113.535405,Detached,1968.0,2024-07-05,Good,False,True,False,False,6,3.0,1718,7036.0,2,725000
AB-00724,2632 Park Ave,Edmonton,Terwillegar,53.563467,-113.517889,Detached,1986.0,2025-04-29,Average,False,False,False,False,4,2.0,1802,4943.0,2,691000
AB-00725,5074 Park Ave,Airdrie,Reunion,51.290017,-114.022642,Townhouse,1993.0,2025-06-11,Average,False,False,True,False,3,2.5,1833,2207.0,1,494000
AB-00726,4592 Maple Ave,St. Albert,Erin Ridge,53.632083,-113.623296,Duplex,1977.0,2025-09-19,Excellent,True,False,True,False,3,3.0,1780,2360.0,1,613000
AB-00727,5432 Prairie Blvd,Calgary,Bridgeland,51.042565,-114.049389,Duplex,1969.0,2022-10-10,Average,False,False,True,False,3,2.0,1065,3026.0,1,361000
AB-00728,4622 Aspen Rd,Red Deer,Anders,52.328021,-113.889844,Detached,1967.0,2025-08-21,Good,True,True,False,False,6,3.0,2499,4147.0,1,787000
AB-00729,5471 Aspen Way,St. Albert,Mission,53.645354,-113.568022,Duplex,1971.0,2025-09-15,Average,False,False,False,False,4,2.5,1583,2243.0,1,394000
AB-00730,7773 River Blvd,St. Albert,Oakmont,53.543236,-113.669055,Condo,1987.0,2025-11-17,Average,False,False,True,False,2,2.0,960,,1,286000
AB-00731,8492 Park St,Edmonton,Windermere,53.539172,-113.400744,Townhouse,1967.0,2026-05-07,Excellent,False,False,True,False,3,2.5,1204,1213.0,1,384000
AB-00732,8513 Maple Way,Edmonton,Laurel,53.61112,-113.498454,Townhouse,1974.0,2022-09-23,Average,False,True,True,False,3,2.5,1087,2548.0,2,295000
AB-00733,9524 Park Blvd,Sherwood Park,Nottingham,53.564963,-113.332258,Semi-Detached,1969.0,2024-06-29,Average,False,False,False,False,4,2.5,2178,4475.0,2,651000
AB-00734,5451 Aspen Blvd,Edmonton,Rutherford,53.596885,-113.454226,Detached,1988.0,2025-11-15,Average,False,False,False,False,3,3.0,1877,5597.0,2,603000
AB-00735,8948 Park St,Leduc,Southfork,53.283447,-113.483306,Detached,1965.0,2025-07-21,Good,False,False,True,False,3,2.5,2569,5575.0,1,740000
AB-00736,6245 Maple Blvd,Fort McMurray,Thickwood,56.708099,-111.449554,Condo,2016.0,2023-11-08,Fair,True,False,False,False,1,1.0,842,,0,211000
AB-00737,3534 Maple Blvd,Calgary,Kensington,51.04357,-114.043076,Detached,1975.0,2025-06-07,Fair,False,False,True,False,3,4.0,3080,2991.0,2,1183000
AB-00738,6658 Maple Rd,Sherwood Park,Clarkdale,53.549348,-113.329754,Semi-Detached,2008.0,2025-07-26,Good,False,False,False,False,3,3.0,1516,2160.0,0,459000
AB-00739,5396 Maple Ave,Fort McMurray,Timberlea,56.728508,-111.368692,Townhouse,1995.0,2025-12-09,Good,False,True,True,False,3,3.0,1648,2279.0,0,524000
AB-00740,6968 River Ave,St. Albert,Erin Ridge,53.620088,-113.566561,Townhouse,2013.0,2024-01-05,Good,False,False,True,False,2,2.5,1406,2252.0,1,496000
AB-00741,566 Maple Rd,Edmonton,Oliver,53.556143,-113.531238,Detached,1993.0,2025-02-12,Good,True,False,False,True,3,3.0,2037,3675.0,2,824000
AB-00742,7893 Cedar Blvd,Calgary,Mahogany,51.119067,-114.01199,Detached,1968.0,2022-12-07,Fair,False,False,False,True,3,3.5,1583,3920.0,1,607000
AB-00743,9459 River Ave,Calgary,Aspen Woods,50.999427,-114.103206,Detached,1972.0,2026-01-27,Average,False,True,False,False,4,3.0,1399,5285.0,2,644000
AB-00744,7671 Prairie Way,Red Deer,West Park,52.254232,-113.763123,Condo,1998.0,2024-10-25,Average,False,True,False,False,1,1.0,1122,,0,276000
AB-00745,3342 River St,Calgary,Mahogany,51.088773,-114.02031,Townhouse,2009.0,2026-05-05,Good,False,True,False,True,4,1.5,1925,1060.0,2,756000
AB-00746,4405 Aspen Blvd,Calgary,Seton,51.036738,-114.108977,Detached,1987.0,2025-08-26,Average,False,False,True,False,5,4.0,2403,5603.0,2,861000
AB-00747,4406 Maple Rd,Edmonton,Laurel,53.573475,-113.52939,Duplex,2003.0,2026-05-13,Good,False,True,True,False,3,2.5,2023,2800.0,1,673000
AB-00748,8369 River Blvd,Edmonton,Terwillegar,53.531568,-113.492269,Detached,1970.0,2025-01-01,Excellent,True,False,True,True,4,3.0,2436,3580.0,2,1058000
AB-00749,6041 Aspen Ave,St. Albert,Oakmont,53.65475,-113.592541,Semi-Detached,1966.0,2024-12-12,Good,True,True,False,False,3,2.5,1496,3516.0,1,490000
AB-00750,4661 Maple Blvd,Sherwood Park,Emerald Hills,53.583017,-113.255441,Condo,2014.0,2024-12-21,Good,False,False,False,False,2,1.0,787,,2,226000
AB-00751,6823 River Ave,Airdrie,Coopers Crossing,51.293343,-113.929,Detached,1968.0,2025-12-26,Fair,False,False,False,False,5,3.0,2108,2826.0,2,548000
AB-00752,6677 Maple Way,St. Albert,Mission,53.576502,-113.654074,Detached,1995.0,2024-01-05,Fair,True,True,True,False,3,3.5,1574,6116.0,1,632000
AB-00753,2145 Aspen Way,Calgary,Aspen Woods,51.070746,-114.05293,Semi-Detached,2016.0,2026-03-28,Average,False,False,False,False,3,2.5,1359,3011.0,1,626000
AB-00754,8083 Park Ave,Airdrie,Coopers Crossing,51.287369,-113.993799,Detached,1981.0,2026-03-10,Good,False,False,False,False,5,2.0,1797,5644.0,2,611000
AB-00755,4619 Park Way,Leduc,Tribute,53.224751,-113.550875,Condo,1995.0,2024-07-26,Good,False,False,True,True,3,1.0,809,,1,204000
AB-00756,9367 Cedar Way,Sherwood Park,Emerald Hills,53.548646,-113.260471,Townhouse,2022.0,2024-07-25,Average,True,False,False,False,2,2.0,1071,1929.0,1,343000
AB-00757,753 Park Blvd,Airdrie,Hillcrest,51.307267,-114.051554,Detached,2013.0,2022-10-30,Good,False,True,False,False,6,2.5,2133,5860.0,2,870000
AB-00758,6852 Maple Blvd,St. Albert,Mission,53.557473,-113.618378,Townhouse,2002.0,2025-09-22,Fair,True,False,False,False,2,2.5,1441,1803.0,0,477000
AB-00759,9066 Prairie Rd,Edmonton,Glenora,53.559167,-113.479743,Detached,1980.0,2025-06-17,Average,False,True,False,True,4,3.0,1787,4326.0,2,843000
AB-00760,8246 Prairie Ave,Calgary,Bridgeland,51.065365,-114.078297,Detached,2011.0,2025-11-13,Average,True,False,False,False,4,4.0,1383,6077.0,1,679000
AB-00761,9282 Park Way,Leduc,Southfork,53.289931,-113.600736,Condo,2024.0,2025-04-27,Good,False,True,True,False,1,1.0,1076,,1,333000
AB-00762,1797 Prairie Rd,Airdrie,Reunion,51.294251,-114.011106,Condo,1977.0,2026-03-16,Excellent,True,True,False,False,1,1.0,835,,0,244000
AB-00763,3638 River St,Edmonton,Terwillegar,53.506916,-113.511509,Detached,1988.0,2026-05-18,Average,False,False,False,False,3,3.0,2486,5099.0,2,934000
AB-00764,6063 Park Blvd,Fort McMurray,Thickwood,56.696931,-111.267166,Detached,2009.0,2025-10-11,Good,True,False,False,False,5,3.0,2503,5923.0,2,951000
AB-00765,8871 Park St,Sherwood Park,Emerald Hills,53.559868,-113.257924,Duplex,2024.0,2024-09-28,Good,True,False,False,False,3,1.5,1807,2693.0,2,722000
AB-00766,1159 River St,Sherwood Park,Emerald Hills,53.530172,-113.321429,Semi-Detached,2023.0,2024-11-13,Average,False,False,False,False,3,1.5,1867,,1,657000
AB-00767,8141 Cedar Ave,Edmonton,Laurel,53.583381,-113.428432,Detached,1963.0,2023-11-01,Good,False,False,False,False,5,3.0,2369,4932.0,3,758000
AB-00768,967 Prairie Rd,Edmonton,Rutherford,53.556866,-113.517406,Detached,1960.0,2026-03-28,Excellent,False,False,False,False,4,3.0,1573,5031.0,2,607000
AB-00769,6711 Aspen Blvd,Edmonton,Oliver,53.547481,-113.558416,Condo,2002.0,2025-05-14,Fair,False,True,True,True,1,2.0,943,,1,260000
AB-00770,1436 Park Blvd,Calgary,Inglewood,50.970059,-114.026331,Condo,1989.0,2024-12-19,Average,True,False,True,False,2,1.0,911,,0,300000
AB-00771,9407 Aspen Rd,Red Deer,Clearview,52.261749,-113.815985,Detached,2009.0,2023-12-15,Average,True,False,True,False,6,3.0,3409,7969.0,1,1191000
AB-00772,7392 Maple Way,Calgary,Mahogany,50.982177,-114.099892,Townhouse,1982.0,2024-12-05,Average,False,False,True,False,3,3.0,1775,980.0,1,595000
AB-00773,2643 Aspen Rd,Airdrie,Coopers Crossing,51.249711,-114.118626,Detached,2023.0,2022-08-04,Average,False,False,False,True,3,3.0,2173,6483.0,3,874000
AB-00774,1060 Cedar Way,Calgary,Seton,51.049777,-114.036207,Detached,2011.0,2024-12-23,Fair,True,False,False,False,3,4.0,1577,2777.0,2,574000
AB-00775,4899 Prairie Blvd,Red Deer,Lancaster,52.25513,-113.871862,Detached,2017.0,2025-05-18,Good,True,True,True,False,4,2.5,1743,5008.0,2,651000
AB-00776,782 River St,Calgary,Aspen Woods,51.050582,-114.116682,Semi-Detached,1967.0,2024-10-15,Average,False,False,True,False,3,2.0,1706,3457.0,2,688000
AB-00777,7207 Prairie Way,Edmonton,Glenora,53.59611,-113.560136,Detached,1966.0,2025-12-08,Good,False,False,True,False,4,2.5,970,5414.0,3,421000
AB-00778,355 Maple Blvd,Calgary,Mahogany,51.088549,-114.09207,Condo,1986.0,2024-07-03,Average,True,False,False,False,2,1.0,922,,0,272000
AB-00779,2421 Aspen Ave,Airdrie,Bayside,51.29532,-113.922507,Condo,2011.0,2025-09-17,Fair,False,False,False,False,3,2.0,450,,0,111000
AB-00780,6877 Cedar Rd,Calgary,Bridgeland,51.055973,-114.072399,Condo,1961.0,2025-11-26,Average,False,False,False,False,2,2.0,845,,0,238000
AB-00781,8104 Maple Ave,Calgary,Auburn Bay,51.045316,-114.115791,Detached,,2025-12-19,Excellent,False,True,False,False,4,2.0,2320,5470.0,1,1102000
AB-00782,9189 Cedar Ave,Calgary,Aspen Woods,51.079764,-114.094291,Detached,1985.0,2026-05-03,Excellent,False,True,True,False,4,2.0,2249,4536.0,1,1215000
AB-00783,8351 River Ave,Edmonton,Windermere,53.562604,-113.576202,Detached,1965.0,2026-04-25,Good,False,False,True,False,4,3.0,1608,3074.0,1,580000
AB-00784,3790 River Ave,Airdrie,Bayside,51.286439,-114.029101,Semi-Detached,1997.0,2025-03-16,Average,True,False,False,False,4,1.5,927,3131.0,1,270000
AB-00785,386 Aspen Ave,Edmonton,Oliver,53.526831,-113.479564,Detached,2012.0,2025-07-14,Average,True,True,True,False,6,2.0,1422,5757.0,2,619000
AB-00786,1311 Maple Blvd,Calgary,Beltline,51.065216,-114.090459,Duplex,1964.0,2022-08-18,Average,True,False,False,False,3,1.5,1500,3712.0,0,508000
AB-00787,6000 River Ave,Edmonton,Westmount,53.534704,-113.501195,Townhouse,1979.0,2025-12-12,Average,False,False,True,False,3,3.0,1289,1803.0,1,402000
AB-00788,2148 Prairie Rd,St. Albert,Mission,53.581901,-113.697612,Duplex,1989.0,2025-04-19,Excellent,False,False,False,False,2,2.0,1171,2088.0,2,388000
AB-00789,3228 Aspen Ave,Calgary,Seton,51.062677,-114.070338,Detached,1991.0,2022-08-03,Average,False,False,False,False,4,2.0,2021,4128.0,2,656000
AB-00790,6852 Maple Ave,Sherwood Park,Clarkdale,53.506415,-113.276791,Townhouse,2017.0,2024-11-21,Average,False,False,False,False,2,1.5,1513,2205.0,0,448000
AB-00791,9521 River Ave,Airdrie,Coopers Crossing,51.228941,-114.031627,Townhouse,1979.0,2025-02-14,Good,True,False,False,False,3,2.5,1374,1167.0,1,388000
AB-00792,1573 Park Rd,Calgary,Beltline,51.030704,-114.059782,Townhouse,1966.0,2026-01-05,Average,False,False,True,False,3,1.5,1250,1207.0,0,386000
AB-00793,2590 River Blvd,Edmonton,Westmount,53.58711,-113.546728,Semi-Detached,1980.0,2024-09-13,Excellent,True,False,False,False,3,2.0,1604,2663.0,0,635000
AB-00794,6341 Cedar Blvd,Edmonton,Summerside,53.562932,-113.502914,Condo,1965.0,2026-05-19,Fair,False,False,False,False,2,1.0,1110,,0,248000
AB-00795,6161 Maple Ave,Calgary,Auburn Bay,50.994896,-114.115556,Condo,2003.0,2025-08-05,Excellent,False,False,True,False,3,2.0,1077,,1,374000
AB-00796,8205 Maple Way,Fort McMurray,Thickwood,56.739992,-111.422562,Condo,1970.0,2023-04-08,Average,False,False,True,False,1,2.0,1122,,2,253000
AB-00797,7193 Park St,Fort McMurray,Timberlea,56.760961,-111.440728,Semi-Detached,1999.0,2024-08-05,Average,False,True,False,False,4,1.5,1365,2632.0,1,441000
AB-00798,689 Prairie Rd,Fort McMurray,Beacon Hill,56.710497,-111.385747,Detached,2020.0,2025-06-30,Average,True,False,False,False,4,2.5,2322,6509.0,2,789000
AB-00799,7470 Prairie St,Red Deer,Timberlands,52.285378,-113.752877,Condo,1994.0,2025-07-17,Fair,False,False,True,False,2,1.5,734,,1,146000
AB-00800,258 Prairie St,St. Albert,Lacombe Park,53.581647,-113.598989,Detached,1971.0,2025-06-24,Good,False,False,True,False,4,2.5,1785,5018.0,2,644000
AB-00801,3368 Prairie St,Leduc,Tribute,53.231773,-113.549617,Townhouse,1967.0,2026-03-07,Good,True,False,True,True,3,2.5,1301,1574.0,1,347000
AB-00802,3148 Cedar Rd,Edmonton,Laurel,53.557283,-113.419387,Townhouse,2023.0,2024-10-10,Good,False,True,True,True,2,2.5,1257,1435.0,1,466000
AB-00803,1341 River Ave,Edmonton,Summerside,53.551622,-113.543182,Detached,1975.0,2025-10-18,Good,True,False,False,False,5,3.0,2398,3531.0,2,824000
AB-00804,4223 Park Ave,Calgary,Aspen Woods,51.077951,-114.060965,Detached,1960.0,2026-04-05,Good,False,False,True,False,4,2.5,1617,6630.0,2,739000
AB-00805,1179 Aspen Rd,Calgary,Auburn Bay,51.050844,-114.154871,Detached,2006.0,2025-07-17,Good,False,False,False,False,5,2.0,1861,5562.0,2,782000
AB-00806,7663 Park Blvd,St. Albert,Oakmont,53.553636,-113.632896,Semi-Detached,2005.0,2025-02-18,Average,False,True,False,False,3,2.0,1530,3629.0,0,549000
AB-00807,2930 River Way,Edmonton,Oliver,53.56649,-113.529797,Duplex,2006.0,2023-10-30,Poor,True,False,True,False,3,3.0,1687,3285.0,0,459000
AB-00808,8277 Cedar Blvd,Edmonton,Rutherford,53.594871,-113.461825,Detached,1984.0,2023-12-28,Average,False,False,False,True,5,3.5,1773,6401.0,2,640000
AB-00809,312 Park Ave,Airdrie,Reunion,51.287148,-113.939292,Townhouse,1987.0,2025-07-25,Average,False,False,True,False,2,2.5,1444,1521.0,1,369000
AB-00810,6162 Cedar Ave,Edmonton,Laurel,53.59249,-113.557107,Duplex,1968.0,2025-07-09,Poor,False,False,False,False,4,2.0,1902,2574.0,2,458000
AB-00811,5372 Prairie Way,Leduc,Tribute,53.267049,-113.503874,Duplex,1984.0,2023-10-18,Excellent,False,False,False,False,3,2.5,1243,1809.0,1,343000
AB-00812,8143 Cedar Way,Calgary,Beltline,51.04164,-114.047226,Detached,2001.0,2023-09-10,Fair,True,False,True,False,5,3.0,1275,5089.0,1,557000
AB-00813,8006 Aspen Ave,Red Deer,West Park,52.333043,-113.801109,Condo,2001.0,2025-07-16,Average,False,False,False,False,1,1.0,836,,1,186000
AB-00814,8359 Park Ave,Sherwood Park,Emerald Hills,53.532007,-113.310837,Condo,1984.0,2025-04-01,Average,False,False,True,False,2,1.0,495,,1,137000
AB-00815,6359 Aspen Ave,Edmonton,Glenora,53.552129,-113.463581,Townhouse,1978.0,2025-07-22,Average,True,True,True,False,3,1.5,1465,1210.0,1,588000
AB-00816,6142 River Rd,Calgary,Mahogany,51.046803,-114.054426,Townhouse,2001.0,2025-05-20,Average,False,False,False,False,3,1.5,1571,2180.0,0,567000
